Training samples 50000
Device : cuda
Total number of trainable parameters : 24742081
image_size : 224
patch_size : 16
vision_width : 192
vision_layers : 12
vision_heads : 3
vision_layer_norm_eps : 1e-06
vocab_size : 49408
text_width : 256
text_layers : 8
text_heads : 4
max_length : 77
text_layer_norm_eps : 1e-06
shared_dim : 512
batch_size : 256
learning_rate : 0.0001
epochs : 10
loss_type : contrastive
Optimizer : AdamW
Batch : 0 / 196 | Time 4483 ms | Train Loss : 5.5464 | Grad Norm : 0.2511 | Learning rate : 5.10e-07
Batch : 81 / 196 | Time 266 ms | Train Loss : 4.6215 | Grad Norm : 13.7411 | Learning rate : 8.32e-05
Batch : 82 / 196 | Time 273 ms | Train Loss : 4.6176 | Grad Norm : 15.7043 | Learning rate : 8.32e-05
Batch : 83 / 196 | Time 268 ms | Train Loss : 4.5596 | Grad Norm : 8.4831 | Learning rate : 8.31e-05
Batch : 84 / 196 | Time 264 ms | Train Loss : 4.4633 | Grad Norm : 11.3819 | Learning rate : 8.30e-05
Batch : 85 / 196 | Time 266 ms | Train Loss : 4.6705 | Grad Norm : 10.9325 | Learning rate : 8.30e-05
Batch : 86 / 196 | Time 265 ms | Train Loss : 4.6280 | Grad Norm : 19.2621 | Learning rate : 8.29e-05
Batch : 87 / 196 | Time 265 ms | Train Loss : 4.5901 | Grad Norm : 12.4343 | Learning rate : 8.28e-05
Batch : 88 / 196 | Time 269 ms | Train Loss : 4.6098 | Grad Norm : 10.8820 | Learning rate : 8.27e-05
Batch : 89 / 196 | Time 264 ms | Train Loss : 4.5411 | Grad Norm : 14.2056 | Learning rate : 8.27e-05
Batch : 90 / 196 | Time 267 ms | Train Loss : 4.4894 | Grad Norm : 11.7174 | Learning rate : 8.26e-05
Batch : 91 / 196 | Time 264 ms | Train Loss : 4.5816 | Grad Norm : 16.9138 | Learning rate : 8.25e-05
Batch : 92 / 196 | Time 265 ms | Train Loss : 4.6036 | Grad Norm : 14.6268 | Learning rate : 8.25e-05
Batch : 93 / 196 | Time 265 ms | Train Loss : 4.6846 | Grad Norm : 20.6322 | Learning rate : 8.24e-05
Batch : 94 / 196 | Time 263 ms | Train Loss : 4.5900 | Grad Norm : 14.1522 | Learning rate : 8.23e-05
Batch : 95 / 196 | Time 266 ms | Train Loss : 4.5038 | Grad Norm : 22.4488 | Learning rate : 8.23e-05
Batch : 96 / 196 | Time 273 ms | Train Loss : 4.5097 | Grad Norm : 9.4516 | Learning rate : 8.22e-05
Batch : 97 / 196 | Time 264 ms | Train Loss : 4.6469 | Grad Norm : 14.5890 | Learning rate : 8.21e-05
Batch : 98 / 196 | Time 261 ms | Train Loss : 4.6272 | Grad Norm : 21.7094 | Learning rate : 8.21e-05
Batch : 99 / 196 | Time 265 ms | Train Loss : 4.5190 | Grad Norm : 20.6910 | Learning rate : 8.20e-05
Batch : 100 / 196 | Time 267 ms | Train Loss : 4.5578 | Grad Norm : 15.7724 | Learning rate : 8.19e-05
Batch : 101 / 196 | Time 266 ms | Train Loss : 4.5812 | Grad Norm : 12.9037 | Learning rate : 8.19e-05
Batch : 102 / 196 | Time 264 ms | Train Loss : 4.5558 | Grad Norm : 11.6654 | Learning rate : 8.18e-05
Batch : 103 / 196 | Time 266 ms | Train Loss : 4.6405 | Grad Norm : 15.6274 | Learning rate : 8.17e-05
Batch : 104 / 196 | Time 266 ms | Train Loss : 4.5067 | Grad Norm : 16.2594 | Learning rate : 8.17e-05
Batch : 105 / 196 | Time 269 ms | Train Loss : 4.5461 | Grad Norm : 13.6429 | Learning rate : 8.16e-05
Batch : 106 / 196 | Time 259 ms | Train Loss : 4.6377 | Grad Norm : 10.9449 | Learning rate : 8.15e-05
Batch : 107 / 196 | Time 268 ms | Train Loss : 4.5977 | Grad Norm : 12.7920 | Learning rate : 8.15e-05
Batch : 108 / 196 | Time 264 ms | Train Loss : 4.5699 | Grad Norm : 7.7202 | Learning rate : 8.14e-05
Batch : 109 / 196 | Time 265 ms | Train Loss : 4.5884 | Grad Norm : 14.6328 | Learning rate : 8.13e-05
Batch : 110 / 196 | Time 259 ms | Train Loss : 4.5211 | Grad Norm : 13.6406 | Learning rate : 8.12e-05
Batch : 111 / 196 | Time 262 ms | Train Loss : 4.4917 | Grad Norm : 13.2431 | Learning rate : 8.12e-05
Batch : 112 / 196 | Time 267 ms | Train Loss : 4.5444 | Grad Norm : 17.2304 | Learning rate : 8.11e-05
Batch : 113 / 196 | Time 267 ms | Train Loss : 4.5400 | Grad Norm : 11.7941 | Learning rate : 8.10e-05
Batch : 114 / 196 | Time 273 ms | Train Loss : 4.5760 | Grad Norm : 21.5397 | Learning rate : 8.10e-05
Batch : 115 / 196 | Time 263 ms | Train Loss : 4.5404 | Grad Norm : 20.1961 | Learning rate : 8.09e-05
Batch : 116 / 196 | Time 265 ms | Train Loss : 4.5932 | Grad Norm : 8.7111 | Learning rate : 8.08e-05
Batch : 117 / 196 | Time 263 ms | Train Loss : 4.5588 | Grad Norm : 13.9681 | Learning rate : 8.08e-05
Batch : 118 / 196 | Time 265 ms | Train Loss : 4.5015 | Grad Norm : 14.3566 | Learning rate : 8.07e-05
Batch : 119 / 196 | Time 258 ms | Train Loss : 4.4820 | Grad Norm : 11.5887 | Learning rate : 8.06e-05
Batch : 120 / 196 | Time 267 ms | Train Loss : 4.4637 | Grad Norm : 13.8203 | Learning rate : 8.05e-05
Batch : 121 / 196 | Time 265 ms | Train Loss : 4.4672 | Grad Norm : 10.9910 | Learning rate : 8.05e-05
Batch : 122 / 196 | Time 265 ms | Train Loss : 4.4422 | Grad Norm : 15.1148 | Learning rate : 8.04e-05
Batch : 123 / 196 | Time 260 ms | Train Loss : 4.5727 | Grad Norm : 18.7957 | Learning rate : 8.03e-05
Batch : 124 / 196 | Time 266 ms | Train Loss : 4.5320 | Grad Norm : 13.7039 | Learning rate : 8.03e-05
Batch : 125 / 196 | Time 264 ms | Train Loss : 4.4892 | Grad Norm : 12.3420 | Learning rate : 8.02e-05
Batch : 126 / 196 | Time 265 ms | Train Loss : 4.6037 | Grad Norm : 7.2134 | Learning rate : 8.01e-05
Batch : 127 / 196 | Time 265 ms | Train Loss : 4.4232 | Grad Norm : 12.0570 | Learning rate : 8.00e-05
Batch : 128 / 196 | Time 264 ms | Train Loss : 4.4982 | Grad Norm : 11.0427 | Learning rate : 8.00e-05
Batch : 129 / 196 | Time 259 ms | Train Loss : 4.5232 | Grad Norm : 16.9599 | Learning rate : 7.99e-05
Batch : 130 / 196 | Time 261 ms | Train Loss : 4.6147 | Grad Norm : 12.2425 | Learning rate : 7.98e-05
Batch : 131 / 196 | Time 264 ms | Train Loss : 4.5073 | Grad Norm : 11.0288 | Learning rate : 7.98e-05
Batch : 132 / 196 | Time 269 ms | Train Loss : 4.5348 | Grad Norm : 12.1462 | Learning rate : 7.97e-05
Batch : 133 / 196 | Time 263 ms | Train Loss : 4.4952 | Grad Norm : 9.4999 | Learning rate : 7.96e-05
Batch : 134 / 196 | Time 263 ms | Train Loss : 4.5060 | Grad Norm : 17.3160 | Learning rate : 7.95e-05
Batch : 135 / 196 | Time 265 ms | Train Loss : 4.6018 | Grad Norm : 18.5478 | Learning rate : 7.95e-05
Batch : 136 / 196 | Time 268 ms | Train Loss : 4.5087 | Grad Norm : 10.6044 | Learning rate : 7.94e-05
Batch : 137 / 196 | Time 266 ms | Train Loss : 4.5926 | Grad Norm : 15.6654 | Learning rate : 7.93e-05
Batch : 138 / 196 | Time 264 ms | Train Loss : 4.4990 | Grad Norm : 18.3785 | Learning rate : 7.93e-05
Batch : 139 / 196 | Time 266 ms | Train Loss : 4.5647 | Grad Norm : 12.6726 | Learning rate : 7.92e-05
Batch : 140 / 196 | Time 264 ms | Train Loss : 4.5204 | Grad Norm : 14.3588 | Learning rate : 7.91e-05
Batch : 141 / 196 | Time 271 ms | Train Loss : 4.4698 | Grad Norm : 10.2223 | Learning rate : 7.90e-05
Batch : 142 / 196 | Time 269 ms | Train Loss : 4.6165 | Grad Norm : 8.7863 | Learning rate : 7.90e-05
Batch : 143 / 196 | Time 264 ms | Train Loss : 4.5821 | Grad Norm : 10.3557 | Learning rate : 7.89e-05
Batch : 144 / 196 | Time 266 ms | Train Loss : 4.4901 | Grad Norm : 12.1769 | Learning rate : 7.88e-05
Batch : 145 / 196 | Time 265 ms | Train Loss : 4.5799 | Grad Norm : 9.8613 | Learning rate : 7.88e-05
Batch : 146 / 196 | Time 268 ms | Train Loss : 4.5258 | Grad Norm : 21.2927 | Learning rate : 7.87e-05
Batch : 147 / 196 | Time 266 ms | Train Loss : 4.5970 | Grad Norm : 16.9172 | Learning rate : 7.86e-05
Batch : 148 / 196 | Time 265 ms | Train Loss : 4.4504 | Grad Norm : 12.8899 | Learning rate : 7.85e-05
Batch : 149 / 196 | Time 265 ms | Train Loss : 4.5548 | Grad Norm : 13.1883 | Learning rate : 7.85e-05
Batch : 150 / 196 | Time 265 ms | Train Loss : 4.5079 | Grad Norm : 18.4057 | Learning rate : 7.84e-05
Batch : 151 / 196 | Time 265 ms | Train Loss : 4.5367 | Grad Norm : 21.0358 | Learning rate : 7.83e-05
Batch : 152 / 196 | Time 264 ms | Train Loss : 4.5975 | Grad Norm : 6.0465 | Learning rate : 7.82e-05
Batch : 153 / 196 | Time 264 ms | Train Loss : 4.5080 | Grad Norm : 14.6118 | Learning rate : 7.82e-05
Batch : 154 / 196 | Time 280 ms | Train Loss : 4.5177 | Grad Norm : 12.9793 | Learning rate : 7.81e-05
Batch : 155 / 196 | Time 264 ms | Train Loss : 4.5846 | Grad Norm : 9.5982 | Learning rate : 7.80e-05
Batch : 156 / 196 | Time 264 ms | Train Loss : 4.6477 | Grad Norm : 12.8353 | Learning rate : 7.79e-05
Batch : 157 / 196 | Time 266 ms | Train Loss : 4.5136 | Grad Norm : 10.1773 | Learning rate : 7.79e-05
Batch : 158 / 196 | Time 264 ms | Train Loss : 4.6180 | Grad Norm : 11.3903 | Learning rate : 7.78e-05
Batch : 159 / 196 | Time 268 ms | Train Loss : 4.5334 | Grad Norm : 14.3826 | Learning rate : 7.77e-05
Batch : 160 / 196 | Time 265 ms | Train Loss : 4.4960 | Grad Norm : 14.8891 | Learning rate : 7.76e-05
Batch : 161 / 196 | Time 265 ms | Train Loss : 4.5102 | Grad Norm : 12.9621 | Learning rate : 7.76e-05
Batch : 162 / 196 | Time 268 ms | Train Loss : 4.4714 | Grad Norm : 11.4185 | Learning rate : 7.75e-05
Batch : 163 / 196 | Time 264 ms | Train Loss : 4.6077 | Grad Norm : 16.8335 | Learning rate : 7.74e-05
Batch : 164 / 196 | Time 264 ms | Train Loss : 4.5323 | Grad Norm : 15.2459 | Learning rate : 7.74e-05
Batch : 165 / 196 | Time 264 ms | Train Loss : 4.5359 | Grad Norm : 11.0593 | Learning rate : 7.73e-05
Batch : 166 / 196 | Time 265 ms | Train Loss : 4.5260 | Grad Norm : 14.0501 | Learning rate : 7.72e-05
Batch : 167 / 196 | Time 270 ms | Train Loss : 4.4856 | Grad Norm : 12.9673 | Learning rate : 7.71e-05
Batch : 168 / 196 | Time 264 ms | Train Loss : 4.6057 | Grad Norm : 10.2911 | Learning rate : 7.71e-05
Batch : 169 / 196 | Time 272 ms | Train Loss : 4.5494 | Grad Norm : 8.1023 | Learning rate : 7.70e-05
Batch : 170 / 196 | Time 265 ms | Train Loss : 4.6935 | Grad Norm : 20.0197 | Learning rate : 7.69e-05
Batch : 171 / 196 | Time 264 ms | Train Loss : 4.5148 | Grad Norm : 11.6921 | Learning rate : 7.68e-05
Batch : 172 / 196 | Time 264 ms | Train Loss : 4.5113 | Grad Norm : 12.2039 | Learning rate : 7.68e-05
Batch : 173 / 196 | Time 264 ms | Train Loss : 4.5349 | Grad Norm : 14.8965 | Learning rate : 7.67e-05
Batch : 174 / 196 | Time 266 ms | Train Loss : 4.5213 | Grad Norm : 13.2168 | Learning rate : 7.66e-05
Batch : 175 / 196 | Time 264 ms | Train Loss : 4.5736 | Grad Norm : 17.4054 | Learning rate : 7.65e-05
Batch : 176 / 196 | Time 268 ms | Train Loss : 4.4866 | Grad Norm : 16.0970 | Learning rate : 7.65e-05
Batch : 177 / 196 | Time 272 ms | Train Loss : 4.5656 | Grad Norm : 18.5939 | Learning rate : 7.64e-05
Batch : 178 / 196 | Time 268 ms | Train Loss : 4.6104 | Grad Norm : 32.9760 | Learning rate : 7.63e-05
Batch : 179 / 196 | Time 265 ms | Train Loss : 4.4908 | Grad Norm : 15.6219 | Learning rate : 7.62e-05
Batch : 180 / 196 | Time 263 ms | Train Loss : 4.6332 | Grad Norm : 21.6339 | Learning rate : 7.61e-05
Batch : 181 / 196 | Time 264 ms | Train Loss : 4.5467 | Grad Norm : 19.2852 | Learning rate : 7.61e-05
Batch : 182 / 196 | Time 272 ms | Train Loss : 4.5081 | Grad Norm : 8.7445 | Learning rate : 7.60e-05
Batch : 183 / 196 | Time 265 ms | Train Loss : 4.5545 | Grad Norm : 20.3240 | Learning rate : 7.59e-05
Batch : 184 / 196 | Time 266 ms | Train Loss : 4.4607 | Grad Norm : 14.1698 | Learning rate : 7.58e-05
Batch : 185 / 196 | Time 275 ms | Train Loss : 4.6074 | Grad Norm : 13.3632 | Learning rate : 7.58e-05
Batch : 186 / 196 | Time 264 ms | Train Loss : 4.6787 | Grad Norm : 24.1152 | Learning rate : 7.57e-05
Batch : 187 / 196 | Time 266 ms | Train Loss : 4.5216 | Grad Norm : 19.8652 | Learning rate : 7.56e-05
Batch : 188 / 196 | Time 265 ms | Train Loss : 4.6170 | Grad Norm : 13.6659 | Learning rate : 7.55e-05
Batch : 189 / 196 | Time 264 ms | Train Loss : 4.5449 | Grad Norm : 16.0215 | Learning rate : 7.55e-05
Batch : 190 / 196 | Time 265 ms | Train Loss : 4.5527 | Grad Norm : 19.8824 | Learning rate : 7.54e-05
Batch : 191 / 196 | Time 263 ms | Train Loss : 4.3881 | Grad Norm : 10.4727 | Learning rate : 7.53e-05
Batch : 192 / 196 | Time 263 ms | Train Loss : 4.5878 | Grad Norm : 18.2401 | Learning rate : 7.52e-05
Batch : 193 / 196 | Time 265 ms | Train Loss : 4.6234 | Grad Norm : 18.1416 | Learning rate : 7.52e-05
Batch : 194 / 196 | Time 270 ms | Train Loss : 4.5567 | Grad Norm : 9.8067 | Learning rate : 7.51e-05
Batch : 195 / 196 | Time 115 ms | Train Loss : 3.4216 | Grad Norm : 13.6146 | Learning rate : 7.50e-05
Epoch : 3 | Training Loss : 3.4216| Accuracy on test set : 0.4509
 Batch : 0 / 196 | Time 274 ms | Train Loss : 4.6379 | Grad Norm : 20.2889 | Learning rate : 7.49e-05
Batch : 1 / 196 | Time 266 ms | Train Loss : 4.5828 | Grad Norm : 21.0483 | Learning rate : 7.48e-05
Batch : 2 / 196 | Time 270 ms | Train Loss : 4.5209 | Grad Norm : 14.2615 | Learning rate : 7.48e-05
Batch : 3 / 196 | Time 265 ms | Train Loss : 4.4432 | Grad Norm : 16.4799 | Learning rate : 7.47e-05
Batch : 4 / 196 | Time 265 ms | Train Loss : 4.4420 | Grad Norm : 14.9182 | Learning rate : 7.46e-05
Batch : 5 / 196 | Time 265 ms | Train Loss : 4.4300 | Grad Norm : 15.8034 | Learning rate : 7.45e-05
Batch : 6 / 196 | Time 263 ms | Train Loss : 4.4657 | Grad Norm : 8.8308 | Learning rate : 7.45e-05
Batch : 7 / 196 | Time 269 ms | Train Loss : 4.5362 | Grad Norm : 12.6490 | Learning rate : 7.44e-05
Batch : 8 / 196 | Time 265 ms | Train Loss : 4.4691 | Grad Norm : 10.1473 | Learning rate : 7.43e-05
Batch : 9 / 196 | Time 266 ms | Train Loss : 4.4820 | Grad Norm : 14.0385 | Learning rate : 7.42e-05
Batch : 10 / 196 | Time 265 ms | Train Loss : 4.5076 | Grad Norm : 11.5919 | Learning rate : 7.41e-05
Batch : 11 / 196 | Time 267 ms | Train Loss : 4.4698 | Grad Norm : 13.1049 | Learning rate : 7.41e-05
Batch : 12 / 196 | Time 264 ms | Train Loss : 4.5042 | Grad Norm : 11.6444 | Learning rate : 7.40e-05
Batch : 13 / 196 | Time 268 ms | Train Loss : 4.5634 | Grad Norm : 15.4705 | Learning rate : 7.39e-05
Batch : 14 / 196 | Time 269 ms | Train Loss : 4.4851 | Grad Norm : 14.5630 | Learning rate : 7.38e-05
Batch : 15 / 196 | Time 266 ms | Train Loss : 4.5603 | Grad Norm : 9.9521 | Learning rate : 7.38e-05
Batch : 16 / 196 | Time 268 ms | Train Loss : 4.5183 | Grad Norm : 11.0358 | Learning rate : 7.37e-05
Batch : 17 / 196 | Time 269 ms | Train Loss : 4.5079 | Grad Norm : 12.1624 | Learning rate : 7.36e-05
Batch : 18 / 196 | Time 268 ms | Train Loss : 4.4968 | Grad Norm : 9.0468 | Learning rate : 7.35e-05
Batch : 19 / 196 | Time 267 ms | Train Loss : 4.3810 | Grad Norm : 12.5037 | Learning rate : 7.34e-05
Batch : 20 / 196 | Time 275 ms | Train Loss : 4.6887 | Grad Norm : 8.8242 | Learning rate : 7.34e-05
Batch : 21 / 196 | Time 273 ms | Train Loss : 4.5983 | Grad Norm : 8.3843 | Learning rate : 7.33e-05
Batch : 22 / 196 | Time 267 ms | Train Loss : 4.4796 | Grad Norm : 12.2361 | Learning rate : 7.32e-05
Batch : 23 / 196 | Time 265 ms | Train Loss : 4.4809 | Grad Norm : 8.0353 | Learning rate : 7.31e-05
Batch : 24 / 196 | Time 264 ms | Train Loss : 4.4454 | Grad Norm : 8.7535 | Learning rate : 7.30e-05
Batch : 25 / 196 | Time 265 ms | Train Loss : 4.5258 | Grad Norm : 10.9584 | Learning rate : 7.30e-05
Batch : 26 / 196 | Time 266 ms | Train Loss : 4.5656 | Grad Norm : 15.2204 | Learning rate : 7.29e-05
Batch : 27 / 196 | Time 266 ms | Train Loss : 4.4525 | Grad Norm : 13.5788 | Learning rate : 7.28e-05
Batch : 28 / 196 | Time 267 ms | Train Loss : 4.5758 | Grad Norm : 10.6560 | Learning rate : 7.27e-05
Batch : 29 / 196 | Time 268 ms | Train Loss : 4.4740 | Grad Norm : 11.7575 | Learning rate : 7.27e-05
Batch : 30 / 196 | Time 266 ms | Train Loss : 4.5895 | Grad Norm : 12.4606 | Learning rate : 7.26e-05
Batch : 31 / 196 | Time 268 ms | Train Loss : 4.4518 | Grad Norm : 9.6741 | Learning rate : 7.25e-05
Batch : 32 / 196 | Time 264 ms | Train Loss : 4.5465 | Grad Norm : 13.3741 | Learning rate : 7.24e-05
Batch : 33 / 196 | Time 264 ms | Train Loss : 4.5420 | Grad Norm : 14.4656 | Learning rate : 7.23e-05
Batch : 34 / 196 | Time 265 ms | Train Loss : 4.3813 | Grad Norm : 12.3650 | Learning rate : 7.23e-05
Batch : 35 / 196 | Time 267 ms | Train Loss : 4.4270 | Grad Norm : 11.2494 | Learning rate : 7.22e-05
Batch : 36 / 196 | Time 267 ms | Train Loss : 4.4659 | Grad Norm : 11.3661 | Learning rate : 7.21e-05
Batch : 37 / 196 | Time 266 ms | Train Loss : 4.5189 | Grad Norm : 16.9017 | Learning rate : 7.20e-05
Batch : 38 / 196 | Time 271 ms | Train Loss : 4.5556 | Grad Norm : 13.2579 | Learning rate : 7.19e-05
Batch : 39 / 196 | Time 267 ms | Train Loss : 4.3977 | Grad Norm : 13.4301 | Learning rate : 7.19e-05
Batch : 40 / 196 | Time 265 ms | Train Loss : 4.4225 | Grad Norm : 14.2604 | Learning rate : 7.18e-05
Batch : 41 / 196 | Time 266 ms | Train Loss : 4.4970 | Grad Norm : 13.1666 | Learning rate : 7.17e-05
Batch : 42 / 196 | Time 267 ms | Train Loss : 4.5487 | Grad Norm : 15.9106 | Learning rate : 7.16e-05
Batch : 43 / 196 | Time 267 ms | Train Loss : 4.4383 | Grad Norm : 12.8394 | Learning rate : 7.15e-05
Batch : 44 / 196 | Time 264 ms | Train Loss : 4.4726 | Grad Norm : 10.5376 | Learning rate : 7.15e-05
Batch : 45 / 196 | Time 276 ms | Train Loss : 4.5542 | Grad Norm : 20.2678 | Learning rate : 7.14e-05
Batch : 46 / 196 | Time 264 ms | Train Loss : 4.5370 | Grad Norm : 16.4807 | Learning rate : 7.13e-05
Batch : 47 / 196 | Time 266 ms | Train Loss : 4.4907 | Grad Norm : 11.7238 | Learning rate : 7.12e-05
Batch : 48 / 196 | Time 266 ms | Train Loss : 4.5157 | Grad Norm : 17.6962 | Learning rate : 7.11e-05
Batch : 49 / 196 | Time 264 ms | Train Loss : 4.5936 | Grad Norm : 22.8400 | Learning rate : 7.11e-05
Batch : 50 / 196 | Time 270 ms | Train Loss : 4.4578 | Grad Norm : 10.9143 | Learning rate : 7.10e-05
Batch : 51 / 196 | Time 265 ms | Train Loss : 4.4889 | Grad Norm : 14.5383 | Learning rate : 7.09e-05
Batch : 52 / 196 | Time 265 ms | Train Loss : 4.5707 | Grad Norm : 16.6047 | Learning rate : 7.08e-05
Batch : 53 / 196 | Time 266 ms | Train Loss : 4.4587 | Grad Norm : 13.9917 | Learning rate : 7.07e-05
Batch : 54 / 196 | Time 269 ms | Train Loss : 4.5038 | Grad Norm : 10.1850 | Learning rate : 7.06e-05
Batch : 55 / 196 | Time 265 ms | Train Loss : 4.4626 | Grad Norm : 19.6256 | Learning rate : 7.06e-05
Batch : 56 / 196 | Time 268 ms | Train Loss : 4.4170 | Grad Norm : 10.0799 | Learning rate : 7.05e-05
Batch : 57 / 196 | Time 266 ms | Train Loss : 4.4199 | Grad Norm : 14.7030 | Learning rate : 7.04e-05
Batch : 58 / 196 | Time 270 ms | Train Loss : 4.4175 | Grad Norm : 14.5973 | Learning rate : 7.03e-05
Batch : 59 / 196 | Time 266 ms | Train Loss : 4.4146 | Grad Norm : 11.0843 | Learning rate : 7.02e-05
Batch : 60 / 196 | Time 266 ms | Train Loss : 4.5759 | Grad Norm : 25.5144 | Learning rate : 7.02e-05
Batch : 61 / 196 | Time 272 ms | Train Loss : 4.5669 | Grad Norm : 24.8556 | Learning rate : 7.01e-05
Batch : 62 / 196 | Time 274 ms | Train Loss : 4.5884 | Grad Norm : 18.5752 | Learning rate : 7.00e-05
Batch : 63 / 196 | Time 278 ms | Train Loss : 4.4765 | Grad Norm : 9.6697 | Learning rate : 6.99e-05
Batch : 64 / 196 | Time 266 ms | Train Loss : 4.5047 | Grad Norm : 17.5209 | Learning rate : 6.98e-05
Batch : 65 / 196 | Time 272 ms | Train Loss : 4.5131 | Grad Norm : 19.4449 | Learning rate : 6.97e-05
Batch : 66 / 196 | Time 274 ms | Train Loss : 4.4667 | Grad Norm : 12.0690 | Learning rate : 6.97e-05
Batch : 67 / 196 | Time 267 ms | Train Loss : 4.4541 | Grad Norm : 10.1488 | Learning rate : 6.96e-05
Batch : 68 / 196 | Time 266 ms | Train Loss : 4.4463 | Grad Norm : 12.0770 | Learning rate : 6.95e-05
Batch : 69 / 196 | Time 269 ms | Train Loss : 4.4772 | Grad Norm : 10.4891 | Learning rate : 6.94e-05
Batch : 70 / 196 | Time 263 ms | Train Loss : 4.4771 | Grad Norm : 14.2380 | Learning rate : 6.93e-05
Batch : 71 / 196 | Time 270 ms | Train Loss : 4.4554 | Grad Norm : 10.0862 | Learning rate : 6.93e-05
Batch : 72 / 196 | Time 266 ms | Train Loss : 4.5012 | Grad Norm : 11.4844 | Learning rate : 6.92e-05
Batch : 73 / 196 | Time 267 ms | Train Loss : 4.4050 | Grad Norm : 19.5714 | Learning rate : 6.91e-05
Batch : 74 / 196 | Time 264 ms | Train Loss : 4.4132 | Grad Norm : 15.7015 | Learning rate : 6.90e-05
Batch : 75 / 196 | Time 266 ms | Train Loss : 4.4271 | Grad Norm : 13.8587 | Learning rate : 6.89e-05
Batch : 76 / 196 | Time 267 ms | Train Loss : 4.5466 | Grad Norm : 14.1390 | Learning rate : 6.88e-05
Batch : 77 / 196 | Time 266 ms | Train Loss : 4.5861 | Grad Norm : 17.7344 | Learning rate : 6.88e-05
Batch : 78 / 196 | Time 271 ms | Train Loss : 4.4862 | Grad Norm : 18.3172 | Learning rate : 6.87e-05
Batch : 79 / 196 | Time 268 ms | Train Loss : 4.5073 | Grad Norm : 18.6875 | Learning rate : 6.86e-05
Batch : 80 / 196 | Time 265 ms | Train Loss : 4.4936 | Grad Norm : 11.3766 | Learning rate : 6.85e-05
Batch : 81 / 196 | Time 264 ms | Train Loss : 4.5084 | Grad Norm : 12.6153 | Learning rate : 6.84e-05
Batch : 82 / 196 | Time 266 ms | Train Loss : 4.3716 | Grad Norm : 14.0085 | Learning rate : 6.83e-05
Batch : 83 / 196 | Time 273 ms | Train Loss : 4.6097 | Grad Norm : 13.9503 | Learning rate : 6.83e-05
Batch : 84 / 196 | Time 265 ms | Train Loss : 4.4240 | Grad Norm : 10.7035 | Learning rate : 6.82e-05
Batch : 85 / 196 | Time 271 ms | Train Loss : 4.5562 | Grad Norm : 11.4062 | Learning rate : 6.81e-05
Batch : 86 / 196 | Time 268 ms | Train Loss : 4.4280 | Grad Norm : 9.4506 | Learning rate : 6.80e-05
Batch : 87 / 196 | Time 264 ms | Train Loss : 4.5078 | Grad Norm : 10.9052 | Learning rate : 6.79e-05
Batch : 88 / 196 | Time 269 ms | Train Loss : 4.4350 | Grad Norm : 12.7497 | Learning rate : 6.79e-05
Batch : 89 / 196 | Time 268 ms | Train Loss : 4.4045 | Grad Norm : 11.5871 | Learning rate : 6.78e-05
Batch : 90 / 196 | Time 266 ms | Train Loss : 4.5606 | Grad Norm : 15.6509 | Learning rate : 6.77e-05
Batch : 91 / 196 | Time 264 ms | Train Loss : 4.4850 | Grad Norm : 12.9074 | Learning rate : 6.76e-05
Batch : 92 / 196 | Time 264 ms | Train Loss : 4.5538 | Grad Norm : 9.6048 | Learning rate : 6.75e-05
Batch : 93 / 196 | Time 268 ms | Train Loss : 4.4695 | Grad Norm : 15.4119 | Learning rate : 6.74e-05
Batch : 94 / 196 | Time 267 ms | Train Loss : 4.4387 | Grad Norm : 9.2374 | Learning rate : 6.74e-05
Batch : 95 / 196 | Time 265 ms | Train Loss : 4.5939 | Grad Norm : 11.6051 | Learning rate : 6.73e-05
Batch : 96 / 196 | Time 265 ms | Train Loss : 4.4439 | Grad Norm : 8.4916 | Learning rate : 6.72e-05
Batch : 97 / 196 | Time 264 ms | Train Loss : 4.4473 | Grad Norm : 12.5781 | Learning rate : 6.71e-05
Batch : 98 / 196 | Time 263 ms | Train Loss : 4.4456 | Grad Norm : 18.6777 | Learning rate : 6.70e-05
Batch : 99 / 196 | Time 264 ms | Train Loss : 4.5483 | Grad Norm : 19.8316 | Learning rate : 6.69e-05
Batch : 100 / 196 | Time 264 ms | Train Loss : 4.5295 | Grad Norm : 12.9479 | Learning rate : 6.68e-05
Batch : 101 / 196 | Time 268 ms | Train Loss : 4.4802 | Grad Norm : 23.1233 | Learning rate : 6.68e-05
Batch : 102 / 196 | Time 262 ms | Train Loss : 4.5603 | Grad Norm : 18.9059 | Learning rate : 6.67e-05
Batch : 103 / 196 | Time 273 ms | Train Loss : 4.5579 | Grad Norm : 9.3817 | Learning rate : 6.66e-05
Batch : 104 / 196 | Time 268 ms | Train Loss : 4.4668 | Grad Norm : 12.7589 | Learning rate : 6.65e-05
Batch : 105 / 196 | Time 264 ms | Train Loss : 4.4653 | Grad Norm : 13.9480 | Learning rate : 6.64e-05
Batch : 106 / 196 | Time 266 ms | Train Loss : 4.4270 | Grad Norm : 12.1443 | Learning rate : 6.63e-05
Batch : 107 / 196 | Time 266 ms | Train Loss : 4.5031 | Grad Norm : 15.6024 | Learning rate : 6.63e-05
Batch : 108 / 196 | Time 269 ms | Train Loss : 4.5250 | Grad Norm : 16.3403 | Learning rate : 6.62e-05
